,restaurant,url,distance,star,num_reviews,city,price_range,cuisine,cuisine_label
1609,Millie Patisserie & Creamery,https://www.doordash.com/store/714549/?pickup=false,0.4,4.7,275,Toronto,$$,,
1610,Bamboo Buddha Chinese Restaurant,https://www.doordash.com/store/46160/?pickup=false,0.8,4.5,610,Toronto,$,East Asian,Chinese
1611,Kabul Express,https://www.doordash.com/store/37220/?pickup=false,1.2,4.6,3000,Toronto,$,South Asian,Afghan
1612,Buddha's Vegan Restaurant,https://www.doordash.com/store/30282/?pickup=false,1,4.6,2700,Toronto,$,East Asian,Chinese
1613,Allwyn's,https://www.doordash.com/store/567982/?pickup=false,0.6,4.5,960,Toronto,$$,,
1614,Kimchi Korea House,https://www.doordash.com/store/52446/?pickup=false,0.9,4.8,580,Toronto,$$,East Asian,Korean
1615,Le Papillon on Front,https://www.doordash.com/store/896925/?pickup=false,0.9,4.4,112,Toronto,$$$,,
1616,Nugateau Patisserie,https://www.doordash.com/store/314538/?pickup=false,0.9,4.8,302,Toronto,$$,,
1617,Kawa Sushi,https://www.doordash.com/store/44761/?pickup=false,1.6,4.5,3800,Toronto,$$,East Asian,Japanese
1618,Aroy Urban Thai Queen,https://www.doordash.com/store/885954/?pickup=false,0.9,4.6,2200,Toronto,$$,Southeast Asian,Thai
1619,Hattendo,https://www.doordash.com/store/919691/?pickup=false,1,4.8,330,Toronto,$$,East Asian,Japanese
1620,Yunshang Rice Noodle äºè¿¡¥ç±³çº¿,https://www.doordash.com/store/542117/?pickup=false,0.9,4.8,349,Toronto,$$,East Asian,Chinese
1621,Fancy Franks,https://www.doordash.com/store/180038/?pickup=false,0.6,4.4,570,Toronto,$$,North American,American
1622,Rosewood Asian Cuisine,https://www.doordash.com/store/30261/?pickup=false,0.9,4.6,2100,Toronto,$$,East Asian,Asian
1623,Balzac's Coffee Roasters,https://www.doordash.com/store/359945/?pickup=false,1,4.5,62,Toronto,$$,,
1624,Otto's Berlin Doner,https://www.doordash.com/store/30158/?pickup=false,1.2,4.5,1400,Toronto,$,European,German
1625,The Hogtown Vegan,https://www.doordash.com/store/542300/?pickup=false,1.3,4.8,2000,Toronto,$$,,
1626,Spice66,https://www.doordash.com/store/941467/?pickup=false,1.1,3.9,196,Toronto,$$,South Asian,Indian
1627,Hoki Poke,https://www.doordash.com/store/49230/?pickup=false,1.6,4.8,1500,Toronto,$,,
1628,Ramen Isshin,https://www.doordash.com/store/974232/?pickup=false,0.8,4.7,580,Toronto,$$,,
1629,Rolltation,https://www.doordash.com/store/70704/?pickup=false,1.1,4.7,1200,Toronto,$$,East Asian,Asian
1630,French Made Toronto,https://www.doordash.com/store/1240638/?pickup=false,0.3,4.6,249,Toronto,$$,,
1631,Basil Box,https://www.doordash.com/store/46303/?pickup=false,0.6,4.7,840,Toronto,$$,,
1632,King Taps,https://www.doordash.com/store/894813/?pickup=false,0.6,4.6,3600,Toronto,$$,,
1633,Fusaro's Kitchen,https://www.doordash.com/store/26537/?pickup=false,0.6,4.7,600,Toronto,$$,European,Italian
1634,Peking Express,https://www.doordash.com/store/52510/?pickup=false,1.6,4.3,580,Toronto,$$,,
1635,PokÃ©wave,https://www.doordash.com/store/693950/?pickup=false,1.5,4.7,1400,Toronto,$$,,
1636,Japango,https://www.doordash.com/store/751433/?pickup=false,0.9,4.6,600,Toronto,$$,East Asian,Asian
1637,General Assembly Pizza,https://www.doordash.com/store/389543/?pickup=false,0.4,4.5,2900,Toronto,$$,,
1638,The Poke Box,https://www.doordash.com/store/358413/?pickup=false,0.9,4.7,182,Toronto,$$,,
1639,Burgers n' Fries Forever,https://www.doordash.com/store/1330250/?pickup=false,0.4,4.5,540,Toronto,$$,,
1640,7-Eleven,https://www.doordash.com/store/992597/?pickup=false,0.7,4.6,458,Toronto,$$,,
1641,Yuugi Izakaya,https://www.doordash.com/store/963144/?pickup=false,1,4.8,510,Toronto,$$,East Asian,Japanese
1642,Imperfect fresh eats,https://www.doordash.com/store/1484354/?pickup=false,0.6,4.6,570,Toronto,$$,,
1643,PLANTA Queen,https://www.doordash.com/store/714658/?pickup=false,0.6,4.7,1200,Toronto,$,East Asian,Japanese
1644,Higher Bubble Tea,https://www.doordash.com/store/785738/?pickup=false,0.9,4.7,810,Toronto,$$,East Asian,Chinese
1645,El Trompo Taco Bar,https://www.doordash.com/store/30901/?pickup=false,1.2,4.5,1500,Toronto,$,North American,Mexican
1646,Krispy Kreme,https://www.doordash.com/store/30165/?pickup=false,1,4.7,860,Toronto,$,,
1647,Melt n Dip,https://www.doordash.com/store/881978/?pickup=false,0.9,4.4,620,Toronto,$$,,
1648,Fran's Restaurant,https://www.doordash.com/store/33655/?pickup=false,1,4.4,1100,Toronto,$$,North American,American
1649,Spice & Aroma é£é£ªéª¨æ±¤éº»è¾,https://www.doordash.com/store/542420/?pickup=false,1.1,4.3,33,Toronto,$$,East Asian,Chinese
1650,Yuzu No Hana,https://www.doordash.com/store/26683/?pickup=false,0.5,4.4,400,Toronto,$$$,East Asian,Asian
1651,The Burgernator,https://www.doordash.com/store/30233/?pickup=false,1.2,4.5,1900,Toronto,$$,,
1652,Denny's,https://www.doordash.com/store/52372/?pickup=false,1,4.2,2900,Toronto,$$,North American,American
1653,Wahlburgers,https://www.doordash.com/store/853071/?pickup=false,0.3,4.4,145,Toronto,$$,North American,American
1654,Shawarma's King,https://www.doordash.com/store/714772/?pickup=false,0.4,4.2,34,Toronto,$$,Middle Eastern,Middle Eastern
1655,Ajisen Ramen,https://www.doordash.com/store/37468/?pickup=false,1,4.5,1000,Toronto,$$,East Asian,Asian
1656,Urban Herbivore,https://www.doordash.com/store/35243/?pickup=false,1.2,4.8,401,Toronto,$$,,
1657,New York Cheesecake,https://www.doordash.com/store/881971/?pickup=false,0.9,4.5,273,Toronto,$$,,
1658,The Dessert Kitchen,https://www.doordash.com/store/977123/?pickup=false,1.6,4.5,840,Toronto,$$,,
1659,Impact Kitchen,https://www.doordash.com/store/864138/?pickup=false,0.5,4.7,268,Toronto,$$,,
1660,Asian Gourmet Wok & Grill,https://www.doordash.com/store/780060/?pickup=false,1.1,4.7,900,Toronto,$$,,
1661,Hero Certified Burgers,https://www.doordash.com/store/1856154/?pickup=false,0.8,4.4,640,Toronto,$$,,
1662,Papa Johns,https://www.doordash.com/store/1692780/?pickup=false,1.4,4.5,1300,Toronto,$$,European,Italian
1663,Pizza Hut,https://www.doordash.com/store/1022853/?pickup=false,0.8,4.5,680,Toronto,$$,,
1664,Dainties Macaron,https://www.doordash.com/store/974008/?pickup=false,0.8,4.9,96,Toronto,$$,European,French
1665,Imm Thai Kitchen,https://www.doordash.com/store/542231/?pickup=false,1.6,4.6,1100,Toronto,$$,Southeast Asian,Thai
1666,Homemade Ramen ä¸­å°å,https://www.doordash.com/store/44769/?pickup=false,0.8,4.6,720,Toronto,$,East Asian,Chinese
1667,Chin Chin Street Side Kitchen,https://www.doordash.com/store/537083/?pickup=false,0.2,4.2,211,Toronto,$$,East Asian,Chinese
1668,Yin Ji Chang Fen ¶è®°,https://www.doordash.com/store/900252/?pickup=false,1.1,4.8,620,Toronto,$$,East Asian,Chinese
1669,Little India,https://www.doordash.com/store/26583/?pickup=false,0.6,4.5,1800,Toronto,$$,South Asian,Indian
1670,Pig Out BBQ,https://www.doordash.com/store/26616/?pickup=false,1.6,4.6,2100,Toronto,$$,,
1671,Cluck Clucks Chicken & Waffles,https://www.doordash.com/store/37849/?pickup=false,1.3,4.4,1100,Toronto,$$,North American,American
1672,Salus Fresh Foods,https://www.doordash.com/store/1006330/?pickup=false,0.4,4.7,87,Toronto,$$,North American,American
1673,Gabby's,https://www.doordash.com/store/359951/?pickup=false,0.3,4.1,60,Toronto,$$,,
1674,Fresh & Wild Food Restaurant,https://www.doordash.com/store/993863/?pickup=false,0.4,4.4,10,Toronto,$$,,
1675,Iruka Sushi,https://www.doordash.com/store/52430/?pickup=false,0.5,4.7,1100,Toronto,$$,East Asian,Japanese
1676,Dagu Rice Noodle å¤§éç±³çº¿,https://www.doordash.com/store/314763/?pickup=false,1,4.6,670,Toronto,$$,East Asian,Chinese
1677,The Parlour,https://www.doordash.com/store/633065/?pickup=false,0.6,4.5,452,Toronto,$,,
1678,Subway,https://www.doordash.com/store/180116/?pickup=false,0.2,4.5,256,Toronto,$,,
1679,Papa Spicy ¤é±¼-æ¹DTåº,https://www.doordash.com/store/820963/?pickup=false,1,4.6,560,Toronto,$$,East Asian,Chinese
1680,Hakata Ikkousha Ramen,https://www.doordash.com/store/872470/?pickup=false,0.6,4.7,325,Toronto,$$,East Asian,Japanese
1681,Gong Cha è´¡è,https://www.doordash.com/store/693911/?pickup=false,0.6,4.7,840,Toronto,$$,East Asian,Chinese
1682,Fresco's Fish & Chips,https://www.doordash.com/store/26533/?pickup=false,1,4.5,870,Toronto,$$,,
1683,Lee Chen Asian Bistro å±,https://www.doordash.com/store/359677/?pickup=false,0.4,4.6,850,Toronto,$$,East Asian,Chinese
1684,Jz's Pizza,https://www.doordash.com/store/359943/?pickup=false,0.2,4.5,236,Toronto,$$,European,Italian
1685,Tacorrito,https://www.doordash.com/store/58145/?pickup=false,0.8,3.9,222,Toronto,$,North American,Mexican
1686,Soup Nutsy,https://www.doordash.com/store/314293/?pickup=false,0.6,4.3,54,Toronto,$$,,
1687,New Sky Restaurant å°°éå®,https://www.doordash.com/store/30277/?pickup=false,1.1,4.4,3100,Toronto,$$,East Asian,Chinese
1688,T & C Restaurant,https://www.doordash.com/store/314263/?pickup=false,0.9,4.7,75,Toronto,$$,Southeast Asian,Vietnamese
1689,Green Box Express,https://www.doordash.com/store/973741/?pickup=false,0.6,4.7,890,Toronto,$$,,
1690,Monkey Sushi,https://www.doordash.com/store/1012681/?pickup=false,1.1,4.5,2400,Toronto,$$,East Asian,Japanese
1691,The Alley,https://www.doordash.com/store/896944/?pickup=false,1.7,4.7,1300,Toronto,$$,,
1692,KILLER WINGS,https://www.doordash.com/store/23060596/?pickup=false,0.11,4.2,25,Toronto,$,,
1693,'Ono PokÃ© Bar,https://www.doordash.com/store/113689/?pickup=false,1.3,4.5,930,Toronto,$$,,
1694,æ°¸å24å° Yong He All Day Breakfast,https://www.doordash.com/store/1090065/?pickup=false,0.9,4.5,332,Toronto,$$,East Asian,Chinese
1695,Touhenboku Ramen Restaurant,https://www.doordash.com/store/106287/?pickup=false,0.6,4.5,1700,Toronto,$$,,
1696,Ramen Misoya,https://www.doordash.com/store/714194/?pickup=false,0.9,4.7,286,Toronto,$$,East Asian,Japanese
1697,Gyugyuya,https://www.doordash.com/store/52406/?pickup=false,0.9,4.7,540,Toronto,$$,,
1698,Me Va Me,https://www.doordash.com/store/1258808/?pickup=false,0.6,4.6,510,Toronto,$$,European,Greek
1699,Yang Tea Shop æ³,https://www.doordash.com/store/714889/?pickup=false,0.9,4.7,160,Toronto,$$,,
1700,Khao Hakka Restaurant,https://www.doordash.com/store/742597/?pickup=false,1.2,4.3,600,Toronto,$$,East Asian,Chinese
1701,Bobo Bento Box,https://www.doordash.com/store/2866780/?pickup=false,0.4,5,16,Toronto,$$,East Asian,Asian
1702,Yang's Braised Chicken Rice ¨éå®¸¡ç±³é¥­,https://www.doordash.com/store/780154/?pickup=false,0.9,4.7,560,Toronto,$$,East Asian,Chinese
1703,EATBKK Thai Street food,https://www.doordash.com/store/719794/?pickup=false,0.8,4.7,1100,Toronto,$$,Southeast Asian,Thai
1704,Ka Chi,https://www.doordash.com/store/30286/?pickup=false,0.9,4.6,910,Toronto,$$,East Asian,Korean
1705,Tosto Quickfire Pizza Pasta,https://www.doordash.com/store/953892/?pickup=false,1.3,4.7,880,Toronto,$$,European,Italian
1706,Pita Lite,https://www.doordash.com/store/853649/?pickup=false,0.8,4.4,176,Toronto,$$,,
1707,Diyijia,https://www.doordash.com/store/314198/?pickup=false,1.5,4.8,299,Toronto,$$,East Asian,Chinese
1708,Mihito Sushi Laboratory (285 College St),https://www.doordash.com/store/1012575/?pickup=false,1.2,4.8,146,Toronto,$$,East Asian,Japanese
1709,German Doner Kebab,https://www.doordash.com/store/2415314/?pickup=false,0.6,4.5,369,Toronto,$$,Latin American & Global Fusion,Mediterranean
1710,Bapbo Korean Restaurant,https://www.doordash.com/store/52323/?pickup=false,1,4.7,1000,Toronto,$$,East Asian,Korean
1711,Constantinople Grill,https://www.doordash.com/store/952061/?pickup=false,1.4,4.2,406,Toronto,$$,,
1712,Kim Vietnamese Restaurant,https://www.doordash.com/store/52445/?pickup=false,0.9,4.6,120,Toronto,$,,
1713,Duff's Famous Wings,https://www.doordash.com/store/52375/?pickup=false,1.5,4.7,880,Toronto,$$,North American,American
1714,Canteen,https://www.doordash.com/store/1785768/?pickup=false,0.3,4,1,Toronto,$$,North American,American
1715,Jack Astor's,https://www.doordash.com/store/37855/?pickup=false,0.4,4.5,690,Toronto,$$,,
1716,Pho Pasteur,https://www.doordash.com/store/1156627/?pickup=false,0.9,4.5,320,Toronto,$$,,
1717,ZenQ,https://www.doordash.com/store/519576/?pickup=false,0.9,4.6,660,Toronto,$$,East Asian,Taiwanese
1718,Butter Chicken Roti,https://www.doordash.com/store/566062/?pickup=false,1.2,4.3,85,Toronto,$$,,
1719,Masala Guys,https://www.doordash.com/store/843562/?pickup=false,1.6,4.7,248,Toronto,$$,South Asian,Indian
1720,Alexandros,https://www.doordash.com/store/37535/?pickup=false,0.7,4.2,226,Toronto,$,,
1721,King Place,https://www.doordash.com/store/358906/?pickup=false,1.4,4.2,580,Toronto,$$,South Asian,Indian
1722,Ginger,https://www.doordash.com/store/37205/?pickup=false,1.7,4.6,1900,Toronto,$,East Asian,Japanese
1723,Fresh & Wild Food Market,https://www.doordash.com/convenience/store/993851/?pickup=false,0.4,4.5,51,Toronto,$$,,
1724,CoCo Fresh Tea & Juice,https://www.doordash.com/store/894580/?pickup=false,0.6,4.8,590,Toronto,$$,,
1725,Sushi Time Japanese Restaurant,https://www.doordash.com/store/708503/?pickup=false,0.5,4.5,170,Toronto,$$,East Asian,Japanese
1726,Kinton Ramen Canada,https://www.doordash.com/store/813206/?pickup=false,0.4,4.7,499,Toronto,$$,East Asian,Japanese
1727,Ichiban Sushi,https://www.doordash.com/store/542630/?pickup=false,0.8,4.4,191,Toronto,$$,East Asian,Japanese
1728,The Famous Owl of Minerva,https://www.doordash.com/store/52597/?pickup=false,0.9,4.5,2100,Toronto,$,East Asian,Korean
1729,Chatime,https://www.doordash.com/store/924076/?pickup=false,0.6,4.7,700,Toronto,$$,East Asian,Taiwanese
1730,Panago Pizza,https://www.doordash.com/store/1215803/?pickup=false,0.3,4.6,137,Toronto,$$,,
1731,Angithi Biryani & Wraps,https://www.doordash.com/store/967812/?pickup=false,0.2,4.1,291,Toronto,$$,South Asian,Pakistani
1732,Via Cibo,https://www.doordash.com/store/1683719/?pickup=false,0.11,4.4,184,Toronto,$,European,Italian
1733,Koh Samui Thai Kitchen,https://www.doordash.com/store/2650418/?pickup=false,0.9,4.8,236,Toronto,$$,Southeast Asian,Asian
1734,Gotcha Bubble Tea,https://www.doordash.com/store/970489/?pickup=false,1.1,4.6,445,Toronto,$$,,
1735,Chili's Grill,https://www.doordash.com/store/23060592/?pickup=false,0.11,4.5,24,Toronto,$,North American,American
1736,Fat Bastard Burrito,https://www.doordash.com/store/735038/?pickup=false,0.2,4.5,204,Toronto,$$,North American,Mexican
1737,Dumpling House (Spadina/Dundas) é¥ºåæ¥,https://www.doordash.com/store/542389/?pickup=false,1,4.7,222,Toronto,$$,East Asian,Chinese
1738,Swiss Chalet,https://www.doordash.com/store/33660/?pickup=false,0.2,4.5,1000,Toronto,$$,,
1739,Chop Chop,https://www.doordash.com/store/178962/?pickup=false,1.1,4.7,500,Toronto,$$,East Asian,Chinese
1740,Cibo Wine Bar,https://www.doordash.com/store/921822/?pickup=false,0.5,4.5,670,Toronto,$$,European,Italian
1741,PLANTA Burger Financial District,https://www.doordash.com/store/542329/?pickup=false,0.8,4.4,890,Toronto,$,,
1742,Liberty Eats,https://www.doordash.com/store/1260846/?pickup=false,1.6,4.7,580,Toronto,$$,,
1743,Aanch,https://www.doordash.com/store/99521/?pickup=false,0.2,4.3,610,Toronto,$$,,
1744,Lebanon Express,https://www.doordash.com/store/52458/?pickup=false,1.4,4.4,810,Toronto,$,,
1745,Rasta Pasta,https://www.doordash.com/store/26625/?pickup=false,1,4.6,115,Toronto,$$,European,Italian
1746,Harry's Charbroiled,https://www.doordash.com/store/1333954/?pickup=false,1.4,4.8,980,Toronto,$$,,
1747,KOS Restaurant,https://www.doordash.com/store/30291/?pickup=false,1.2,4.4,448,Toronto,$,,
1748,The Blake House,https://www.doordash.com/store/68873/?pickup=false,1.7,4.7,344,Toronto,$$,,
1749,Aroma Fine Indian Cuisine,https://www.doordash.com/store/52315/?pickup=false,0.3,4.5,1000,Toronto,$$,South Asian,Indian
1750,Gb Hand Pulled Noodle,https://www.doordash.com/store/692269/?pickup=false,1.1,4.7,218,Toronto,$$,East Asian,Chinese
1751,Roti Mahal Indian Cuisine,https://www.doordash.com/store/1126431/?pickup=false,0.8,4.7,520,Toronto,$$,South Asian,Indian
1752,BIWON Korean Restaurant,https://www.doordash.com/store/314517/?pickup=false,0.9,4.5,1400,Toronto,$$,East Asian,Korean
1753,Fugo Desserts,https://www.doordash.com/store/314574/?pickup=false,0.6,4.6,650,Toronto,$$,,
1754,T-Swirl Crepe,https://www.doordash.com/store/652842/?pickup=false,1.5,4.6,185,Toronto,$$,,
1755,Levetto,https://www.doordash.com/store/582872/?pickup=false,1.6,4.6,690,Toronto,$$,,
1756,Indian Biriyani House,https://www.doordash.com/store/103800/?pickup=false,0.9,3.9,1600,Toronto,$,South Asian,Indian
1757,Big Smoke Burger,https://www.doordash.com/store/26503/?pickup=false,0.5,4.3,1400,Toronto,$,,
1758,Szechuan Boiling House,https://www.doordash.com/store/714976/?pickup=false,1,4.5,79,Toronto,$$,East Asian,Chinese
1759,King's Noodle Restaurant å¯±ª¢å®¶,https://www.doordash.com/store/1008514/?pickup=false,0.9,4.6,439,Toronto,$$,East Asian,Chinese
1760,Harvey's,https://www.doordash.com/store/812970/?pickup=false,0.2,4.1,510,Toronto,$,,
1761,Hakata Chicken Ramen,https://www.doordash.com/store/872725/?pickup=false,0.6,4.7,232,Toronto,$$,East Asian,Japanese
1762,Menchie's Frozen Yogurt,https://www.doordash.com/store/911675/?pickup=false,1.6,,1,Toronto,$$,,
1763,Nuida Noodle,https://www.doordash.com/store/1415338/?pickup=false,0.6,4.8,28,Toronto,$$,East Asian,Chinese
1764,Sizzler Kabab,https://www.doordash.com/store/468280/?pickup=false,0.8,4.4,620,Toronto,$$,South Asian,Indian
1765,Golden Diner Family Restaurant,https://www.doordash.com/store/359100/?pickup=false,1.5,4.6,540,Toronto,$$,,
1766,Pi Co.,https://www.doordash.com/store/180405/?pickup=false,0.5,4.5,485,Toronto,$$,,
1767,Dzo Viet Eatery,https://www.doordash.com/store/359981/?pickup=false,0.9,4.5,237,Toronto,$$,Southeast Asian,Vietnamese
1768,Bun Saigon Vietnamese Restaurant,https://www.doordash.com/store/30322/?pickup=false,0.8,4.5,353,Toronto,$$,,
1769,Shawarma west,https://www.doordash.com/store/2606408/?pickup=false,1.1,4.1,58,Toronto,$$,,
1770,UT Sushi,https://www.doordash.com/store/549174/?pickup=false,1.2,4.2,63,Toronto,$$,East Asian,Japanese
1771,Thai On Yonge,https://www.doordash.com/store/37282/?pickup=false,1.2,4.5,960,Toronto,$$,Southeast Asian,Thai
1772,Urawa Sushi,https://www.doordash.com/store/32981/?pickup=false,0.4,4.4,190,Toronto,$$,East Asian,Japanese
1773,Burrito Boyz,https://www.doordash.com/store/32904/?pickup=false,0.5,4.6,510,Toronto,$$,,
1774,A&W Canada,https://www.doordash.com/store/693750/?pickup=false,0.3,4.1,780,Toronto,$,North American,Canadian
1775,z-teca Mexican Eatery,https://www.doordash.com/store/534763/?pickup=false,0.7,4.4,47,Toronto,$,North American,Mexican
1776,Bone Soup Malatang éª¨æ±¤éº»è¾£,https://www.doordash.com/store/844018/?pickup=false,1.5,4.4,69,Toronto,$$,East Asian,Chinese
1777,Magic Noodle å¤§æ,https://www.doordash.com/store/287655/?pickup=false,1.6,4.5,1300,Toronto,$$,East Asian,Chinese
1778,Mr. Fried Rice,https://www.doordash.com/store/960958/?pickup=false,1,3.8,103,Toronto,$$,East Asian,Chinese
1779,Tiee Express,https://www.doordash.com/convenience/store/978766/?pickup=false,0.3,4.7,154,Toronto,$$,,
1780,Curry Kitchen Plus Falafel House,https://www.doordash.com/store/690897/?pickup=false,1.2,4.3,97,Toronto,$$,South Asian,Indian
1781,Shi Miaodao Yunnan Rice Noodle,https://www.doordash.com/store/640483/?pickup=false,0.9,4.8,237,Toronto,$,East Asian,Chinese
1782,Greenhouse,https://www.doordash.com/store/714413/?pickup=false,1.1,4.4,63,Toronto,$$,,
1783,¬¡è§ Ramen Station,https://www.doordash.com/store/23234945/?pickup=false,1.1,,1,Toronto,$$,East Asian,Asian
1784,Mogouyan Hand Pulled Noodle,https://www.doordash.com/store/1050255/?pickup=false,1,4.6,158,Toronto,$$,East Asian,Chinese
1785,Village Genius Pub & Grill,https://www.doordash.com/store/777277/?pickup=false,0.9,4.3,28,Toronto,$$,,
1786,La Diperie,https://www.doordash.com/store/1150729/?pickup=false,0.2,4.6,198,Toronto,$$,,
1787,Cuppa Tea,https://www.doordash.com/store/714348/?pickup=false,1.4,4.8,138,Toronto,$$,,
1788,Tastys Caribbean Restaurant,https://www.doordash.com/store/314376/?pickup=false,1.2,4.5,489,Toronto,$$,North American,Caribbean
1789,Pastucci's,https://www.doordash.com/store/2388832/?pickup=false,1,4.4,69,Toronto,$$,European,Italian
1790,Daily Press Juicery,https://www.doordash.com/store/1556303/?pickup=false,0.6,4.8,48,Toronto,$$,,
1791,Ueno market,https://www.doordash.com/store/967515/?pickup=false,1.3,4.9,21,Toronto,$$,East Asian,Japanese
1792,Ozzy's Burgers,https://www.doordash.com/store/314607/?pickup=false,1.1,4.5,630,Toronto,$$,,
1793,Ka Chi,https://www.doordash.com/store/30149/?pickup=false,1,4.3,930,Toronto,$$,East Asian,Korean
1794,New Chamsine,https://www.doordash.com/store/2343361/?pickup=false,1.3,4.3,82,Toronto,$$,,
1795,Tabouli,https://www.doordash.com/store/314442/?pickup=false,0.2,4,22,Toronto,$$,Middle Eastern,Middle Eastern
1796,Pico De Gallo,https://www.doordash.com/store/136679/?pickup=false,1.1,4.4,288,Toronto,$$,North American,Mexican
1797,Aji Sai Japanese Restaurant,https://www.doordash.com/store/30212/?pickup=false,0.6,4.5,222,Toronto,$$,East Asian,Japanese
1798,WVRST,https://www.doordash.com/store/1127205/?pickup=false,0.4,4.4,35,Toronto,$$,European,German
1799,Mexican Bowl,https://www.doordash.com/store/1925037/?pickup=false,0.8,4,37,Toronto,$$,North American,Mexican
1800,Dumpling & More ³åå¤º»è¾&é¥ºåé¦,https://www.doordash.com/store/178978/?pickup=false,0.9,4.3,78,Toronto,$$,East Asian,Chinese
1801,T.O.'S Kathi Roll Eatery,https://www.doordash.com/store/2692248/?pickup=false,0.6,4.1,73,Toronto,$$,South Asian,Indian
1802,Winner BBQ Chinese Cuisine è´¼å¥½¤èé¥,https://www.doordash.com/store/823375/?pickup=false,1.3,4.6,447,Toronto,$$,East Asian,Chinese
1803,Indian Roti House,https://www.doordash.com/store/152626/?pickup=false,0.2,4.4,1300,Toronto,$$,South Asian,Indian
1804,Ali Baba's Middle Eastern Cuisine,https://www.doordash.com/store/34715/?pickup=false,0.9,4,283,Toronto,$,Middle Eastern,Middle Eastern
1805,Smoke's Poutinerie,https://www.doordash.com/store/26842/?pickup=false,0.5,4.5,650,Toronto,$$,,
1806,Duke Of Cornwall,https://www.doordash.com/store/714374/?pickup=false,0.8,4,1,Toronto,$$,,
1807,Hair of the Dog,https://www.doordash.com/store/30214/?pickup=false,1.5,4.5,137,Toronto,$$,,
1808,King's CafÃ©,https://www.doordash.com/store/52448/?pickup=false,1.1,4.8,1000,Toronto,$$,,
1809,Java House,https://www.doordash.com/store/541816/?pickup=false,0.7,4.3,33,Toronto,$$,,
1810,Matt's Burger Lab,https://www.doordash.com/store/2364318/?pickup=false,0.4,4.4,51,Toronto,$$,,
1811,NORD LYON,https://www.doordash.com/store/1357970/?pickup=false,0.9,4.6,86,Toronto,$$,,
1812,Isabella's Boutique Mochi Donuts,https://www.doordash.com/store/2370401/?pickup=false,0.6,4.8,43,Toronto,$$,,
1813,Mr. Pizza,https://www.doordash.com/store/70687/?pickup=false,0.7,4.6,169,Toronto,$$,European,Italian
1814,Loaded Pierogi,https://www.doordash.com/store/873622/?pickup=false,0.4,4.6,51,Toronto,$$,,
1815,Artisan Plus ¢å,https://www.doordash.com/store/813580/?pickup=false,1,4.7,171,Toronto,$$,East Asian,Chinese
1816,Wild Wing,https://www.doordash.com/store/813546/?pickup=false,0.3,4.5,222,Toronto,$,,
1817,Burrito Bandidos,https://www.doordash.com/store/49365/?pickup=false,1.5,4.5,257,Toronto,$$,North American,Mexican
1818,Midori Ramen,https://www.doordash.com/store/1332316/?pickup=false,0.6,4.8,67,Toronto,$$,,
1819,The Dirty Bird Chicken + Waffles,https://www.doordash.com/store/314735/?pickup=false,1.1,4.3,820,Toronto,$$,North American,American
1820,Taste of China æ¸©è±ªè½,https://www.doordash.com/store/30253/?pickup=false,1,4.3,86,Toronto,$$,East Asian,Chinese
1821,On The Rocks,https://www.doordash.com/store/52493/?pickup=false,1.2,4.2,146,Toronto,$$,,
1822,Hey Noodles  å°,https://www.doordash.com/store/314715/?pickup=false,0.9,4.6,580,Toronto,$$,East Asian,Chinese
1823,Charidise Restaurant,https://www.doordash.com/store/728909/?pickup=false,1,4.8,261,Toronto,$$,,
1824,Pizzeria da Mario,https://www.doordash.com/store/2148773/?pickup=false,1.1,4.6,224,Toronto,$$,European,Italian
1825,The Captain's Boil,https://www.doordash.com/store/155132/?pickup=false,1.4,4.3,970,Toronto,$,,
1826,Am2pm Express Market,https://www.doordash.com/store/750704/?pickup=false,0.6,4.7,36,Toronto,$$,,
1827,San Francesco Foods,https://www.doordash.com/store/35621/?pickup=false,1.5,4.5,150,Toronto,$$,,
1828,Flame sushi,https://www.doordash.com/store/1423761/?pickup=false,0.6,4.5,424,Toronto,$$,East Asian,Japanese
1829,Golden Wheat Bakery Cafe,https://www.doordash.com/store/358558/?pickup=false,1.6,4.7,109,Toronto,$$,,
1830,Baroness,https://www.doordash.com/store/2143620/?pickup=false,1.3,4.8,172,Toronto,$$,,
1831,Thai Express,https://www.doordash.com/store/917474/?pickup=false,1,4.5,570,Toronto,$,Southeast Asian,Asian
1832,Fruiteao,https://www.doordash.com/store/1538267/?pickup=false,0.8,4.8,11,Toronto,$$,,
1833,The Bullger,https://www.doordash.com/store/1884966/?pickup=false,1.3,4.6,270,Toronto,$$,,
1834,Rol San é¾,https://www.doordash.com/store/46959/?pickup=false,1,4.8,560,Toronto,$$,East Asian,Chinese
1835,N2 Kitchen & Bar,https://www.doordash.com/store/2200381/?pickup=false,0.7,4.5,13,Toronto,$$,Southeast Asian,Filipino
1836,Guirei Japanese Restaurant,https://www.doordash.com/store/37211/?pickup=false,0.5,4.7,108,Toronto,$$,East Asian,Japanese
1837,Colaba Junction,https://www.doordash.com/store/719908/?pickup=false,1.3,4.1,356,Toronto,$$,South Asian,Indian
1838,Ghazale Restaurant,https://www.doordash.com/store/37014/?pickup=false,1.6,4.4,141,Toronto,$,,
1839,Grange Green Farms,https://www.doordash.com/convenience/store/2609126/?pickup=false,0.7,4.7,1,Toronto,$$,,
1840,Almond Butterfly Dundas | Bistro,https://www.doordash.com/store/969095/?pickup=false,1.2,4.7,476,Toronto,$$,,
